id_w,i_h4,y2,age,y5,y8,y10,y11,y14,y17,k5,k23,k15,k31_3,k31_4,k31_6,k57,k66_r,m2_1,m2_2,m4,m5,m5_2_1,m7,reb,poyavlenie_child
2020,2,,24,2,1,2.0,2,2,2,,,,,,,2.0,1500.0,1.0,3.0,,,,4.0,True,False
2020,2,,26,6,1,2.0,2,3,1,,,,,,,6.0,28000.0,6.0,1.0,8.0,3.0,2.0,4.0,False,False
2020,2,1.0,34,7,6,2.0,2,2,2,1.0,,1.0,1.0,2.0,2.0,,0.0,1.0,3.0,,,,5.0,True,False
2020,2,,32,7,2,2.0,3,2,2,,,,,,,5.0,0.0,2.0,,10.0,4.0,,4.0,False,False
2020,2,,34,6,6,2.0,3,2,2,3.0,,3.0,1.0,2.0,2.0,,25000.0,4.0,,9.0,4.0,,1.0,False,False
2020,2,2.0,24,7,2,2.0,3,2,2,,,,,,,6.0,10000.0,2.0,,9.0,4.0,,3.0,True,False
2020,2,,39,7,1,2.0,3,3,2,3.0,,2.0,2.0,2.0,2.0,,30000.0,2.0,,8.0,2.0,2.0,3.0,False,False
2020,2,,20,2,1,2.0,2,2,2,,,,,,,2.0,2500.0,1.0,3.0,,,,1.0,True,False
2020,2,2.0,42,7,1,2.0,2,3,1,1.0,,2.0,1.0,2.0,2.0,,17000.0,1.0,1.0,8.0,4.0,,4.0,True,False
2020,2,,38,7,2,2.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,22500.0,2.0,,8.0,4.0,,5.0,False,False
2020,2,1.0,42,6,2,2.0,1,2,2,1.0,,4.0,1.0,2.0,2.0,,10000.0,2.0,,7.0,4.0,,3.0,False,False
2020,2,1.0,32,7,2,2.0,3,2,2,,,,,,,,0.0,6.0,3.0,,,,1.0,False,False
2020,2,,40,7,2,2.0,3,2,2,1.0,,2.0,1.0,2.0,2.0,,17000.0,2.0,,6.0,3.0,1.0,3.0,False,False
2020,2,,27,7,1,3.0,2,2,2,1.0,,2.0,2.0,2.0,2.0,,15000.0,2.0,,8.0,2.0,2.0,5.0,False,False
2020,2,,31,2,3,2.0,2,2,2,1.0,,2.0,1.0,2.0,2.0,,17000.0,2.0,,9.0,3.0,2.0,3.0,False,False
2020,2,,42,6,2,3.0,2,2,2,1.0,,3.0,1.0,2.0,2.0,,20000.0,6.0,3.0,,,,1.0,False,False
2020,2,,33,6,1,2.0,2,2,2,1.0,,2.0,1.0,1.0,2.0,,18000.0,2.0,,7.0,4.0,,1.0,False,False
2020,2,,19,2,2,3.0,1,3,2,,,,,,,2.0,4600.0,1.0,3.0,,,,1.0,True,False
2020,2,3.0,34,5,1,2.0,3,2,2,1.0,,4.0,1.0,2.0,2.0,,20000.0,1.0,1.0,6.0,2.0,1.0,1.0,False,False
2020,2,3.0,36,7,1,3.0,1,1,2,,,,,,,5.0,20000.0,2.0,,10.0,4.0,,4.0,False,False
2020,2,,31,7,1,2.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,12140.0,1.0,3.0,,,,4.0,False,False
2020,2,,28,7,1,2.0,1,2,2,1.0,,4.0,1.0,2.0,2.0,,32000.0,2.0,,6.0,2.0,2.0,5.0,False,False
2020,2,,25,6,1,2.0,1,2,2,3.0,,1.0,2.0,2.0,2.0,,20000.0,2.0,,9.0,3.0,2.0,4.0,False,False
2020,2,3.0,43,2,1,2.0,2,2,2,1.0,,2.0,1.0,2.0,2.0,,20000.0,1.0,1.0,10.0,4.0,,4.0,False,False
2020,2,1.0,40,7,2,2.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,40000.0,4.0,,9.0,3.0,2.0,1.0,False,False
2020,2,2.0,36,6,1,3.0,2,2,2,1.0,,4.0,1.0,1.0,2.0,,40000.0,2.0,,9.0,4.0,,5.0,False,False
2020,2,,30,7,2,2.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,21000.0,1.0,3.0,,,,,True,False
2020,2,,30,6,1,2.0,1,2,2,1.0,,4.0,1.0,2.0,2.0,,33200.0,1.0,3.0,,,,4.0,False,False
2020,2,,37,2,6,2.0,3,3,2,1.0,,1.0,1.0,2.0,2.0,,29500.0,7.0,3.0,,,,5.0,False,False
2020,2,,41,3,6,3.0,2,3,1,1.0,,3.0,1.0,2.0,1.0,,24500.0,1.0,3.0,,,,4.0,False,False
2020,2,1.0,33,5,6,2.0,2,2,2,3.0,,2.0,1.0,2.0,2.0,,15000.0,6.0,3.0,,,,5.0,False,False
2020,2,,18,1,2,3.0,2,3,2,,,,,,,1.0,0.0,1.0,3.0,,,,5.0,True,False
2020,2,3.0,32,6,2,2.0,1,2,2,1.0,,2.0,1.0,1.0,2.0,,26000.0,2.0,,9.0,2.0,2.0,4.0,False,False
2020,2,,40,7,6,2.0,2,3,2,1.0,,3.0,1.0,1.0,2.0,,40000.0,2.0,,10.0,3.0,2.0,3.0,False,False
2020,2,,43,7,1,2.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,20000.0,1.0,1.0,10.0,2.0,1.0,5.0,False,False
2020,2,3.0,37,3,2,2.0,2,2,2,,,,,,,6.0,900.0,2.0,,8.0,3.0,2.0,4.0,False,False
2020,2,3.0,38,7,2,2.0,2,2,2,1.0,,5.0,1.0,1.0,2.0,,20800.0,1.0,3.0,,,,4.0,False,False
2020,2,,35,4,2,2.0,1,2,2,1.0,,4.0,1.0,2.0,2.0,,20000.0,2.0,,8.0,3.0,1.0,4.0,False,False
2020,2,,37,2,1,2.0,2,2,2,3.0,,3.0,1.0,2.0,2.0,,22200.0,1.0,1.0,8.0,4.0,,5.0,False,False
2020,2,3.0,35,7,2,2.0,3,2,2,1.0,,2.0,1.0,2.0,2.0,,17070.0,2.0,,6.0,3.0,2.0,2.0,False,False
2020,2,,43,7,3,3.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,25000.0,2.0,,10.0,4.0,,5.0,True,False
2020,2,1.0,42,1,1,2.0,3,2,1,,,,,,,6.0,7000.0,7.0,3.0,,,,,False,False
2020,2,,40,7,2,3.0,3,3,2,1.0,,2.0,1.0,2.0,2.0,,,2.0,,9.0,4.0,,4.0,False,False
2020,2,,38,7,2,2.0,3,3,2,1.0,,3.0,1.0,2.0,2.0,,,2.0,,10.0,3.0,2.0,5.0,False,True
2020,2,2.0,43,7,3,2.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,,4.0,,10.0,4.0,,5.0,False,False
2020,2,,23,7,1,2.0,1,3,2,1.0,1.0,3.0,1.0,2.0,2.0,,16000.0,1.0,3.0,,,,,True,False
2020,2,,42,7,1,2.0,2,2,2,,,,,,,6.0,10000.0,6.0,1.0,10.0,4.0,,2.0,False,False
2020,2,,33,6,1,2.0,2,2,2,1.0,,5.0,1.0,2.0,2.0,,24000.0,2.0,,8.0,4.0,,5.0,False,False
2020,2,3.0,41,6,2,2.0,2,2,2,1.0,,2.0,1.0,2.0,2.0,,17000.0,1.0,3.0,,,,1.0,False,False
2020,2,,41,7,1,2.0,1,3,2,1.0,,2.0,1.0,2.0,2.0,,,1.0,3.0,,,,2.0,False,False
2020,2,1.0,21,2,1,2.0,2,2,2,,,,,,,2.0,,1.0,3.0,,,,1.0,True,False
2020,2,,27,7,1,3.0,2,3,2,1.0,,2.0,1.0,1.0,2.0,,40000.0,2.0,,10.0,4.0,,4.0,False,True
2020,2,,19,1,6,2.0,3,3,2,,,,,,,2.0,0.0,1.0,3.0,,,,4.0,True,True
2020,2,,32,7,2,2.0,3,2,2,1.0,,2.0,1.0,2.0,2.0,,26900.0,6.0,3.0,,,,6.0,False,False
2020,2,,22,6,1,2.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,12000.0,1.0,3.0,,,,6.0,True,False
2020,2,,29,5,2,2.0,2,3,2,1.0,,1.0,1.0,2.0,2.0,,23000.0,1.0,3.0,,,,3.0,False,False
2020,2,1.0,40,6,1,3.0,3,2,2,,,,,,,5.0,1800.0,2.0,,9.0,4.0,,2.0,False,False
2020,2,,41,6,6,3.0,2,3,2,1.0,,4.0,1.0,2.0,2.0,,17000.0,1.0,3.0,,,,,True,False
2020,2,,36,6,1,2.0,2,3,2,1.0,,3.0,1.0,2.0,2.0,,,4.0,,8.0,4.0,,4.0,False,False
2020,2,,35,6,2,3.0,2,1,2,1.0,,2.0,1.0,2.0,2.0,,26000.0,2.0,,8.0,3.0,1.0,2.0,False,False
2020,2,1.0,30,9,2,2.0,1,1,2,1.0,,4.0,1.0,1.0,2.0,,31000.0,2.0,,10.0,4.0,,4.0,True,False
2020,2,,30,1,6,2.0,2,2,1,,,,,,,5.0,,1.0,1.0,6.0,4.0,,4.0,False,False
2020,2,,26,7,1,3.0,2,3,2,1.0,,3.0,1.0,2.0,2.0,,,1.0,1.0,7.0,4.0,,4.0,False,False
2020,2,,31,5,2,2.0,1,3,2,1.0,,2.0,1.0,2.0,2.0,,23000.0,1.0,3.0,,,,3.0,False,False
2020,2,,26,5,2,2.0,2,3,2,3.0,,3.0,1.0,2.0,2.0,,16000.0,1.0,3.0,,,,3.0,False,False
2020,2,,38,1,1,2.0,2,3,1,3.0,,3.0,1.0,2.0,2.0,,10000.0,6.0,1.0,7.0,4.0,,3.0,False,False
2020,2,,20,1,6,3.0,3,2,2,,,,,,,2.0,23000.0,1.0,1.0,8.0,4.0,,4.0,False,False
2020,2,,40,2,2,2.0,1,3,2,,,,,,,5.0,320.0,2.0,,10.0,4.0,,3.0,False,False
2020,2,,19,2,2,2.0,1,2,2,,,,,,,2.0,0.0,1.0,3.0,,,,2.0,True,False
2020,2,,36,6,2,3.0,1,3,2,1.0,,3.0,1.0,2.0,2.0,,35000.0,7.0,1.0,9.0,4.0,,3.0,False,False
2020,2,,27,6,2,3.0,1,3,2,1.0,,3.0,1.0,1.0,2.0,,20200.0,2.0,,8.0,3.0,2.0,3.0,False,False
2020,2,2.0,34,7,2,2.0,1,3,2,3.0,1.0,2.0,2.0,2.0,2.0,,50000.0,1.0,3.0,,,,1.0,False,False
2020,2,,35,2,2,2.0,3,2,2,2.0,,,2.0,2.0,2.0,,12000.0,6.0,3.0,,,,5.0,False,False
2020,2,2.0,36,7,3,3.0,3,2,2,1.0,,2.0,1.0,2.0,2.0,,28000.0,1.0,3.0,,,,4.0,True,False
2020,2,,39,6,3,3.0,2,3,2,1.0,,2.0,1.0,1.0,2.0,,23100.0,4.0,,8.0,4.0,,3.0,False,False
2020,2,2.0,43,5,1,3.0,3,3,2,1.0,,3.0,1.0,1.0,2.0,,22000.0,2.0,,1.0,1.0,1.0,1.0,False,False
2020,2,,42,6,1,3.0,2,2,2,1.0,,5.0,1.0,1.0,1.0,,15000.0,2.0,,6.0,2.0,1.0,2.0,False,False
2020,2,,21,2,1,2.0,2,3,2,,,,,,,2.0,2000.0,1.0,3.0,,,,2.0,True,False
2020,2,1.0,32,7,1,3.0,2,2,2,,,,,,,6.0,10000.0,6.0,1.0,8.0,2.0,1.0,1.0,False,False
2020,2,1.0,39,6,2,2.0,1,3,2,1.0,,3.0,1.0,2.0,2.0,,20000.0,2.0,,10.0,4.0,,3.0,False,False
2020,2,,37,7,2,2.0,1,2,2,1.0,,2.0,1.0,2.0,2.0,,20000.0,1.0,1.0,7.0,3.0,2.0,4.0,False,False
2020,2,,34,7,2,1.0,1,1,2,3.0,,5.0,2.0,2.0,2.0,,18800.0,6.0,3.0,,,,1.0,False,False
2020,2,,36,5,6,2.0,2,3,1,5.0,,2.0,2.0,2.0,2.0,,22000.0,1.0,3.0,,,,4.0,False,False
2020,2,,39,6,1,2.0,3,3,2,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,6.0,1.0,1.0,1.0,False,False
2020,2,,37,7,3,3.0,3,3,2,1.0,,1.0,1.0,2.0,2.0,,,1.0,3.0,,,,1.0,False,False
2020,2,2.0,29,7,2,3.0,3,2,2,1.0,,2.0,1.0,2.0,2.0,,18000.0,2.0,,10.0,2.0,2.0,4.0,False,False
2020,2,,30,7,1,3.0,2,3,2,1.0,,4.0,1.0,2.0,2.0,,15000.0,6.0,3.0,,,,1.0,False,False
2020,2,,30,2,1,3.0,3,3,2,1.0,,4.0,1.0,2.0,2.0,,15000.0,1.0,3.0,,,,3.0,True,False
2020,2,,21,2,6,3.0,3,3,2,,,,,,,2.0,750.0,1.0,3.0,,,,2.0,True,False
2020,2,,19,2,6,2.0,3,2,2,,,,,,,2.0,600.0,1.0,3.0,,,,4.0,True,False
2020,2,,18,1,1,2.0,2,2,2,,,,,,,1.0,0.0,1.0,3.0,,,,1.0,True,False
2020,2,,39,7,1,3.0,2,2,2,1.0,,3.0,1.0,1.0,2.0,,,2.0,,8.0,4.0,,5.0,False,False
2020,2,,38,6,1,2.0,2,3,2,,,,,,,,15000.0,2.0,,8.0,4.0,,4.0,False,False
2020,2,,25,6,6,2.0,2,2,2,1.0,,3.0,1.0,2.0,2.0,,,1.0,1.0,7.0,4.0,,5.0,True,False
2020,2,,31,7,1,2.0,2,2,2,1.0,,3.0,1.0,1.0,1.0,,30000.0,6.0,3.0,,,,4.0,False,False
2020,2,1.0,41,7,1,3.0,2,3,1,1.0,,4.0,1.0,2.0,2.0,,12000.0,2.0,,9.0,4.0,,3.0,False,False
2020,2,,19,2,1,3.0,2,3,2,,,,,,,2.0,0.0,1.0,3.0,,,,3.0,True,False
2020,2,,33,6,2,2.0,2,1,2,1.0,,4.0,1.0,1.0,2.0,,15000.0,2.0,,7.0,4.0,,1.0,True,False
2020,2,,29,7,1,2.0,2,2,2,1.0,,5.0,1.0,2.0,2.0,,,3.0,3.0,,,,,True,False
2020,2,,25,2,2,2.0,3,2,2,,,,,,,2.0,0.0,2.0,,10.0,4.0,,4.0,True,False
2020,2,3.0,39,6,1,2.0,2,2,2,1.0,,5.0,1.0,2.0,1.0,,0.0,2.0,,10.0,4.0,,4.0,False,False
2020,2,,29,7,1,2.0,2,1,2,,,,,,,7.0,556.88,1.0,3.0,,,,4.0,True,True
2020,2,2.0,19,2,1,2.0,2,3,2,,,,,,,2.0,0.0,1.0,3.0,,,,4.0,True,False
2020,2,1.0,31,6,6,1.0,2,1,2,1.0,,3.0,1.0,2.0,2.0,,18000.0,1.0,3.0,,,,4.0,True,False
2020,2,3.0,39,7,1,3.0,2,3,2,1.0,,4.0,1.0,1.0,1.0,,30000.0,2.0,,10.0,4.0,,4.0,False,False
2020,2,,23,7,1,2.0,2,2,2,3.0,,3.0,1.0,2.0,2.0,,21200.0,1.0,3.0,,,,4.0,True,False
2020,2,1.0,36,1,6,2.0,3,2,2,1.0,,5.0,1.0,2.0,1.0,,13600.0,6.0,2.0,10.0,4.0,,3.0,False,False
2020,2,,22,2,3,2.0,1,1,1,1.0,,1.0,1.0,2.0,2.0,,22700.0,1.0,3.0,,,,4.0,True,False
2020,2,3.0,28,2,1,3.0,2,3,2,1.0,,3.0,1.0,2.0,2.0,,45000.0,1.0,3.0,,,,4.0,False,False
2020,2,3.0,42,4,1,2.0,2,2,1,1.0,,4.0,1.0,2.0,2.0,,10000.0,1.0,3.0,,,,,True,False
2020,2,,41,6,6,2.0,1,3,2,1.0,,4.0,1.0,2.0,2.0,,8200.0,2.0,,10.0,3.0,2.0,4.0,False,False
2020,2,,19,7,6,3.0,1,1,2,,,,,,,2.0,1600.0,1.0,3.0,,,,4.0,True,False
2020,2,3.0,32,3,3,2.0,2,1,2,1.0,,4.0,1.0,2.0,2.0,,11000.0,1.0,1.0,8.0,4.0,,4.0,True,False
2020,2,3.0,31,4,1,2.0,2,3,1,1.0,,5.0,1.0,2.0,2.0,,19100.0,6.0,2.0,8.0,4.0,,3.0,False,False
2020,2,2.0,30,7,6,2.0,1,3,2,1.0,,4.0,1.0,2.0,2.0,,40000.0,2.0,,8.0,3.0,2.0,5.0,False,False
2020,2,,34,6,6,2.0,1,3,2,1.0,1.0,2.0,1.0,2.0,2.0,,,1.0,3.0,,,,5.0,False,False
2020,2,1.0,41,5,6,3.0,2,3,1,1.0,,,2.0,2.0,2.0,,,7.0,3.0,,,,5.0,False,False
2020,2,3.0,40,4,6,2.0,2,3,2,1.0,,2.0,1.0,2.0,2.0,,0.0,6.0,3.0,,,,4.0,False,False
2020,2,,22,6,1,3.0,2,3,2,,,,,,,3.0,,1.0,2.0,9.0,4.0,,5.0,True,False
2020,2,3.0,41,5,2,2.0,2,3,2,3.0,,3.0,2.0,2.0,2.0,,26000.0,2.0,,8.0,3.0,2.0,2.0,False,False
2020,2,3.0,20,2,1,2.0,2,2,2,,,,,,,2.0,2450.0,1.0,3.0,,,,1.0,True,False
2020,2,,20,2,3,2.0,2,3,2,,,,,,,2.0,14600.0,1.0,3.0,,,,4.0,True,False
2020,2,1.0,34,1,1,3.0,1,3,1,,,,,,,5.0,23000.0,2.0,,10.0,4.0,,4.0,False,False
2020,2,,42,2,6,3.0,1,2,1,3.0,,4.0,1.0,2.0,2.0,,24000.0,6.0,3.0,,,,1.0,False,False
2020,2,3.0,36,4,2,3.0,2,2,1,3.0,3.0,3.0,1.0,2.0,2.0,,32069.0,6.0,3.0,,,,1.0,False,False
2020,2,,19,2,1,2.0,2,2,2,,,,,,,2.0,,1.0,3.0,,,,4.0,True,False
2020,2,3.0,42,7,2,2.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,16600.0,2.0,,10.0,4.0,,4.0,False,False
2020,2,,43,6,3,2.0,2,2,2,1.0,,5.0,1.0,1.0,2.0,,17000.0,2.0,,10.0,4.0,,1.0,False,False
2020,2,,28,7,1,3.0,2,3,2,1.0,,4.0,1.0,1.0,2.0,,11400.0,1.0,3.0,,,,4.0,True,False
2020,2,3.0,24,7,1,3.0,1,3,2,1.0,,2.0,1.0,1.0,2.0,,25000.0,2.0,,10.0,4.0,,4.0,True,False
2020,2,,39,7,1,3.0,2,3,2,1.0,,4.0,1.0,1.0,2.0,,17400.0,2.0,,8.0,4.0,,4.0,False,False
2020,2,,43,7,1,2.0,1,3,2,1.0,,3.0,1.0,2.0,2.0,,13600.0,2.0,,10.0,4.0,,4.0,False,False
2020,2,1.0,18,2,1,2.0,2,3,2,,,,,,,2.0,8000.0,1.0,3.0,,,,4.0,True,False
2020,2,,34,7,1,2.0,2,2,2,3.0,,4.0,2.0,2.0,2.0,,15000.0,6.0,3.0,,,,5.0,False,False
2020,2,,36,7,1,2.0,3,2,2,1.0,,5.0,1.0,2.0,2.0,,20000.0,6.0,3.0,,,,1.0,False,False
2020,2,,40,6,2,2.0,3,3,2,2.0,,,2.0,2.0,2.0,,42000.0,2.0,,7.0,4.0,,4.0,False,False
2020,2,,40,7,2,2.0,1,2,2,1.0,,3.0,1.0,2.0,2.0,,18000.0,4.0,,7.0,2.0,1.0,1.0,False,False
2020,2,,26,4,1,2.0,3,1,2,,,,,,,5.0,3400.0,2.0,,8.0,4.0,,3.0,False,False
2020,2,,36,7,1,2.0,3,3,1,1.0,,5.0,1.0,2.0,2.0,,32000.0,2.0,,6.0,3.0,1.0,1.0,False,False
2020,2,,42,3,1,2.0,2,1,1,1.0,,4.0,1.0,2.0,2.0,,14000.0,2.0,,3.0,1.0,1.0,1.0,False,False
2020,2,,23,6,1,2.0,3,3,1,,,,,,,5.0,0.0,2.0,,10.0,2.0,1.0,1.0,False,False
2020,2,,21,6,6,2.0,2,3,1,1.0,,4.0,1.0,2.0,2.0,,16000.0,1.0,3.0,,,,1.0,True,False
2020,2,,41,7,2,2.0,3,2,2,1.0,,5.0,1.0,2.0,2.0,,14000.0,2.0,,8.0,3.0,2.0,4.0,False,False
2020,2,,40,2,4,2.0,2,3,1,1.0,,4.0,1.0,2.0,2.0,,14400.0,2.0,,6.0,3.0,2.0,4.0,False,False
2020,2,,37,4,2,2.0,3,2,2,1.0,,3.0,1.0,2.0,2.0,,21000.0,3.0,3.0,,,,3.0,False,False
2020,2,,42,6,1,2.0,3,3,2,1.0,,5.0,1.0,2.0,2.0,,8000.0,2.0,,8.0,3.0,1.0,2.0,False,False
2020,2,,39,7,2,2.0,2,1,2,1.0,,5.0,1.0,2.0,2.0,,19000.0,2.0,,6.0,4.0,,1.0,False,False
2020,2,,26,6,1,2.0,1,1,2,1.0,,3.0,1.0,2.0,2.0,,10000.0,2.0,,10.0,4.0,,1.0,False,False
2020,2,,29,7,3,2.0,1,2,2,1.0,,3.0,1.0,2.0,1.0,,20000.0,4.0,,10.0,4.0,,5.0,False,False
2020,2,,34,2,6,2.0,1,3,2,,,,,,,5.0,16200.0,2.0,,9.0,4.0,,4.0,False,False
2020,2,,23,6,1,3.0,1,3,2,1.0,,4.0,1.0,1.0,1.0,,14600.0,2.0,,10.0,4.0,,4.0,True,False
2020,2,3.0,35,7,1,2.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,17000.0,2.0,,10.0,3.0,2.0,1.0,False,False
2020,2,,23,7,1,2.0,3,3,2,1.0,,4.0,1.0,2.0,2.0,,20000.0,1.0,3.0,,,,4.0,True,False
2020,2,,33,6,1,3.0,2,3,2,3.0,,2.0,1.0,2.0,2.0,,17600.0,1.0,1.0,8.0,4.0,,4.0,False,True
2020,2,2.0,37,6,1,1.0,3,3,2,3.0,,2.0,1.0,2.0,2.0,,15000.0,2.0,,8.0,4.0,,5.0,False,False
2020,2,,36,6,3,2.0,3,3,2,1.0,,2.0,1.0,2.0,2.0,,20000.0,4.0,,9.0,4.0,,2.0,False,False
2020,2,,31,6,6,1.0,3,3,2,1.0,,5.0,1.0,2.0,2.0,,19000.0,2.0,,10.0,4.0,,1.0,False,False
2020,2,,40,5,2,3.0,2,3,2,1.0,,5.0,1.0,2.0,2.0,,10680.0,1.0,3.0,,,,1.0,False,False
2020,2,,41,6,1,3.0,3,3,2,1.0,,4.0,1.0,2.0,2.0,,15400.0,5.0,3.0,,,,4.0,False,False
2020,2,,25,1,1,3.0,2,2,2,,,,,,,5.0,27556.0,2.0,,8.0,3.0,2.0,5.0,False,False
2020,2,3.0,29,3,1,3.0,2,3,2,,,,,,,5.0,0.0,2.0,,9.0,4.0,,5.0,False,False
2020,2,3.0,34,5,6,2.0,2,2,2,1.0,,4.0,1.0,2.0,2.0,,17000.0,2.0,,7.0,4.0,,4.0,True,False
