,id_w,age,changed,husband_yes_or_not,wage_of_partner,full_wage,y17,k31_3,k31_4,k31_6,k66_r,m4,m5,poyavlenie_child,k15_1,k15_2,k15_3,y11_1,y11_2,y14_1,y14_2,y14_3,m2_1_1,m2_1_2,m2_1_3,m2_1_4,y10_1,y10_2,y10_3,y5_2,y5_3,y5_4,y8_2,y8_3,y8_4
22,2020.0,23.0,0.0,0.0,0.0,9.951324881950288,0.0,1.0,0.0,0.0,9.951324881950288,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23,2020.0,32.0,0.0,0.0,0.0,10.762255098166618,0.0,1.0,0.0,0.0,10.762255098166618,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24,2020.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,2020.0,37.0,0.0,0.0,0.0,7.9852120255774555,1.0,1.0,0.0,0.0,7.9852120255774555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,2020.0,26.0,0.0,0.0,0.0,9.663642809498507,0.0,1.0,0.0,0.0,9.663642809498507,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,2020.0,28.0,0.0,0.0,0.0,10.174468433264497,0.0,1.0,0.0,0.0,10.174468433264497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
28,2020.0,30.0,0.0,0.0,0.0,10.644472062510234,0.0,1.0,0.0,0.0,10.644472062510234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,2020.0,33.0,0.0,0.0,0.0,9.728181330636078,1.0,1.0,0.0,0.0,9.728181330636078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,2020.0,38.0,0.0,1.0,10.174468433264497,10.867615613824443,0.0,1.0,0.0,0.0,10.174468433264497,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,2020.0,39.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,2020.0,39.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33,2020.0,39.0,0.0,0.0,0.0,10.421328511196023,0.0,1.0,0.0,0.0,10.421328511196023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
34,2020.0,24.0,0.0,0.0,0.0,7.361057716504462,0.0,1.0,1.0,1.0,7.361057716504462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,2020.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,2020.0,34.0,0.0,0.0,0.0,10.174468433264497,0.0,1.0,0.0,0.0,10.174468433264497,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,2020.0,24.0,0.0,0.0,0.0,9.258177701390343,0.0,1.0,1.0,1.0,9.258177701390343,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38,2020.0,39.0,0.0,1.0,10.356789990058452,11.049937170618398,0.0,0.0,0.0,0.0,10.356789990058452,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,2020.0,20.0,0.0,0.0,0.0,7.871883340270452,0.0,1.0,1.0,1.0,7.871883340270452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,2020.0,42.0,0.0,1.0,9.788805952452513,10.481953133012459,1.0,1.0,0.0,0.0,9.788805952452513,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,2020.0,38.0,0.0,1.0,10.069107917606672,10.762255098166618,0.0,1.0,0.0,0.0,10.069107917606672,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42,2020.0,42.0,0.0,0.0,0.0,9.258177701390343,0.0,1.0,0.0,0.0,9.258177701390343,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,2020.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
44,2020.0,40.0,0.0,0.0,0.0,9.788805952452513,0.0,1.0,0.0,0.0,9.788805952452513,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45,2020.0,27.0,0.0,0.0,0.0,9.663642809498507,0.0,0.0,0.0,0.0,9.663642809498507,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,2020.0,31.0,0.0,1.0,9.788805952452513,10.481953133012459,0.0,1.0,0.0,0.0,9.788805952452513,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,2020.0,42.0,0.0,0.0,0.0,9.951324881950288,0.0,1.0,0.0,0.0,9.951324881950288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
48,2020.0,33.0,0.0,1.0,9.845964366292462,10.539111546852407,0.0,1.0,1.0,0.0,9.845964366292462,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,2020.0,19.0,0.0,0.0,0.0,8.481648911891346,0.0,1.0,1.0,1.0,8.481648911891346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
50,2020.0,34.0,0.0,1.0,9.951324881950288,10.644472062510234,0.0,1.0,0.0,0.0,9.951324881950288,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
51,2020.0,36.0,0.0,0.0,0.0,9.951324881950288,0.0,1.0,1.0,1.0,9.951324881950288,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,2020.0,31.0,0.0,0.0,0.0,9.452098394027649,0.0,1.0,0.0,0.0,9.452098394027649,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53,2020.0,43.0,0.0,1.0,9.951324881950288,10.644472062510234,0.0,1.0,0.0,0.0,9.951324881950288,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,2020.0,40.0,0.0,0.0,0.0,10.644472062510234,0.0,1.0,0.0,0.0,10.644472062510234,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
55,2020.0,36.0,0.0,0.0,0.0,10.644472062510234,0.0,1.0,1.0,0.0,10.644472062510234,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
56,2020.0,30.0,0.0,0.0,0.0,10.00011504611972,0.0,1.0,0.0,0.0,10.00011504611972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
57,2020.0,30.0,0.0,0.0,0.0,10.45814248431874,0.0,1.0,0.0,0.0,10.45814248431874,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
58,2020.0,37.0,0.0,0.0,0.0,10.339982871742071,0.0,1.0,0.0,0.0,10.339982871742071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2020.0,41.0,0.0,0.0,0.0,10.154265725946978,1.0,1.0,0.0,1.0,10.154265725946978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
60,2020.0,33.0,0.0,0.0,0.0,9.663642809498507,0.0,1.0,0.0,0.0,9.663642809498507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,2020.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
62,2020.0,32.0,0.0,1.0,10.21368914641778,10.906836326977725,0.0,1.0,1.0,0.0,10.21368914641778,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
63,2020.0,40.0,0.0,1.0,10.644472062510234,11.33761924307018,0.0,1.0,1.0,0.0,10.644472062510234,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,2020.0,43.0,0.0,0.0,0.0,9.951324881950288,0.0,1.0,0.0,0.0,9.951324881950288,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
65,2020.0,37.0,0.0,1.0,6.85023209273847,7.543379273298416,0.0,1.0,1.0,1.0,6.85023209273847,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
66,2020.0,38.0,0.0,0.0,0.0,9.990545595103569,0.0,1.0,1.0,0.0,9.990545595103569,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
67,2020.0,35.0,0.0,1.0,9.951324881950288,10.644472062510234,0.0,1.0,0.0,0.0,9.951324881950288,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
68,2020.0,37.0,0.0,1.0,10.055684897274531,10.748832077834477,0.0,1.0,0.0,0.0,10.055684897274531,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,2020.0,35.0,0.0,0.0,0.0,9.792915145202647,0.0,1.0,0.0,0.0,9.792915145202647,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
70,2020.0,43.0,0.0,1.0,10.174468433264497,10.867615613824443,0.0,1.0,0.0,0.0,10.174468433264497,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
71,2020.0,42.0,0.0,0.0,0.0,8.90150275745161,1.0,1.0,1.0,1.0,8.90150275745161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,2020.0,23.0,0.0,0.0,0.0,9.728181330636078,0.0,1.0,0.0,0.0,9.728181330636078,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
73,2020.0,42.0,0.0,1.0,9.258177701390343,9.951324881950288,0.0,1.0,1.0,1.0,9.258177701390343,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
74,2020.0,33.0,0.0,1.0,10.133646438744243,10.826793619304189,0.0,1.0,0.0,0.0,10.133646438744243,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
75,2020.0,41.0,0.0,0.0,0.0,9.788805952452513,0.0,1.0,0.0,0.0,9.788805952452513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
76,2020.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2020.0,32.0,0.0,0.0,0.0,10.247718895004091,0.0,1.0,0.0,0.0,10.247718895004091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
78,2020.0,22.0,0.0,0.0,0.0,9.440499258184298,0.0,1.0,0.0,0.0,9.440499258184298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
79,2020.0,29.0,0.0,0.0,0.0,10.091086824325448,0.0,1.0,0.0,0.0,10.091086824325448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
80,2020.0,40.0,0.0,0.0,0.0,7.543379273298416,0.0,1.0,1.0,1.0,7.543379273298416,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
81,2020.0,41.0,0.0,0.0,0.0,9.788805952452513,0.0,1.0,0.0,0.0,9.788805952452513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
82,2020.0,35.0,0.0,0.0,0.0,10.21368914641778,0.0,1.0,0.0,0.0,10.21368914641778,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
83,2020.0,30.0,0.0,0.0,0.0,10.389579812881443,0.0,1.0,1.0,0.0,10.389579812881443,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
84,2020.0,31.0,0.0,0.0,0.0,10.091086824325448,0.0,1.0,0.0,0.0,10.091086824325448,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
85,2020.0,26.0,0.0,0.0,0.0,9.728181330636078,0.0,1.0,0.0,0.0,9.728181330636078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
86,2020.0,38.0,0.0,1.0,9.258177701390343,9.951324881950288,1.0,1.0,0.0,0.0,9.258177701390343,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,2020.0,20.0,0.0,1.0,10.091086824325448,10.784234004885391,0.0,1.0,1.0,1.0,10.091086824325448,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2020.0,40.0,0.0,1.0,5.816158325207932,6.509305505767878,0.0,1.0,1.0,1.0,5.816158325207932,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,2020.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
